,dcnn,dresnet,dinception
10,12.037823557853699,12.760549187660217,12.17862536907196
20,24.128774166107178,24.10918915271759,24.676765036582946
40,72.76933591365814,72.20079400539399,75.55955605506897
60,157.15423090457915,158.9606554746628,155.84240884780883
100,436.15663316249845,435.5251866579056,422.2795053720474
