,dcnn,dresnet,dinception
10,0.6408177614212036,0.9156976461410522,0.45284600257873536
20,0.5916935205459595,0.869244647026062,0.7510687351226807
50,0.8517289400100708,1.1363532781600951,1.012097668647766
100,1.248196578025818,1.5419392347335816,1.3790901899337769
200,2.0790205717086794,2.387546491622925,2.197674298286438
500,11.88659348487854,12.157274961471558,11.914518904685973
1000,16.11414167881012,15.515658593177795,16.006720447540282
5000,48.587934923172,50.234157991409305,48.96302583217621
10000,92.49262931346894,93.41935942173004,88.18306820392608
